,rurality,s1 score,s2 score,s3 score,uw gamsat,w gamsat,offer uni,offer uni gpa,offer uni gamsat,offer uni place type,offer uni preference,interviewed?,interview uni,interview uni gpa,interview uni gamsat,places selected,interview uni preference,deakin bonus,anu bonus,mq bonus (gpa),casper quartile,uq rmp tier,gemsas over other?,interview opinion,notes,year,interview prep hours,other rejections,marker,interview opinion discrete,interview prep hours discrete
132,Non-Rural,66,78,66,70.0,69.0,,,,,,,The University of Notre Dame Sydney,6.629,70.0,"['CSP', 'BMP']",1.0,0,0,0,4th,,,Very well,"average portfolio
",2022,,,"['CSP', 'BMP']",5,
133,Non-Rural,58,68,82,69.33333333,72.5,Deakin University,6.99,72.5,BMP,2.0,No,The University of Melbourne,6.979,69.33333333,"['CSP', 'BMP']",1.0,0,0,0,,,Yes,Well,"
",2022,,,BMP,4,
134,Non-Rural,58,73,75,68.66666667,70.25,Macquarie University,6.91,70.25,FFP,6.0,No,The University of Queensland (Metro),7.0,68.66666667,['CSP'],2.0,0,2,0,,Tier 3,Unsure,Unsure,"
",2022,,,FFP,3,
135,Rural,65,52,57,58.0,57.75,The University of Queensland (RMP),6.0,58.0,CSP,2.0,No,Griffith University,5.9,57.75,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,Tier 2,Yes,Poorly,"rmp applicant
",2022,,,CSP,2,
136,Non-Rural,76,65,82,74.33333333,76.25,The University of Melbourne,6.589,74.33333333,CSP,1.0,Yes,,,,,,6,0,0,2nd,,Yes,Unsure,"
",2022,,,CSP,3,
137,Non-Rural,69,58,71,66.0,67.25,,,,,,,The University of Queensland (Metro),6.8533,66.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,Tier 3,,Very well,"rmp applicant- tier 3
",2022,,,"['CSP', 'BMP', 'FFP']",5,
138,Non-Rural,60,72,70,67.33333333,68.0,,,,,,,The University of Melbourne,7.0,67.33333333,"['CSP', 'BMP']",1.0,2,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
139,Rural,61,57,59,59.0,59.0,,,,,,,The University of Wollongong,5.5,59.0,"['CSP', 'BMP', 'FFP']",1.0,8,0,5,1st,,,Unsure,"portfolio average
",2022,,,"['CSP', 'BMP', 'FFP']",3,
140,Non-Rural,59,82,73,71.33333333,71.75,The University of Melbourne,7.0,71.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Poorly,"
",2022,,,CSP,2,
141,Rural,52,57,70,59.66666667,62.25,Deakin University,5.417,62.25,BMP,1.0,Yes,,,,,,8,0,0,,,Yes,Well,"being a hospital pharmacist for a few years helped significantly for interview questions.
",2022,,,BMP,4,
142,Rural,69,70,54,64.33333333,61.75,The University of Notre Dame Fremantle,6.1,64.33333333,BMP,2.0,No,Deakin University,6.1,61.75,"['CSP', 'BMP']",1.0,8,0,0,,,Unsure,Well,"
",2022,,,BMP,4,
143,Non-Rural,74,68,80,74.0,75.5,Griffith University,6.448,75.5,CSP,2.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
144,Rural,62,68,98,76.0,81.5,The University of Melbourne,7.0,76.0,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Very well,"
",2022,,,CSP,5,
145,Non-Rural,68,64,81,71.0,73.5,Griffith University,6.958,73.5,CSP,2.0,No,The University of Queensland (Metro),6.99,71.0,"['CSP', 'BMP']",1.0,0,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
146,Non-Rural,71,74,66,70.33333333,69.25,The University of Notre Dame Sydney,6.81,70.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Very well,"
",2022,,,CSP,5,
147,Rural,53,64,50,55.66666667,54.25,The University of Notre Dame Sydney,5.5,55.66666667,FFP,1.0,Yes,,,,,,2,0,0,2nd,,Yes,Unsure,"pretty strong portfolio and mm2 background
",2022,,,FFP,3,
148,Non-Rural,67,68,77,70.66666667,72.25,The University of Queensland (Metro),7.0,70.66666667,CSP,3.0,Yes,,,,,,0,2,0,,,Yes,Well,"
",2022,,,CSP,4,
149,Rural,62,70,78,70.0,72.0,The University of Melbourne,7.0,70.0,CSP,1.0,Yes,,,,,,8,0,0,,Tier 2,Yes,Unsure,"
",2022,,,CSP,3,
150,Non-Rural,58,64,79,67.0,70.0,Griffith University,6.979,70.0,CSP,1.0,Yes,,,,,,2,0,0,,,Unsure,Well,"
",2022,,,CSP,4,
151,Non-Rural,71,81,75,75.66666667,75.5,Deakin University,6.885,75.5,BMP,1.0,Yes,,,,,,6,0,0,,,Yes,Poorly,"
",2022,,,BMP,2,
152,Non-Rural,70,72,68,70.0,69.5,,,,,,,The University of Queensland (Metro),7.0,70.0,['CSP'],1.0,0,0,0,,,,Very well,"
",2022,,,['CSP'],5,
153,Non-Rural,65,65,67,65.66666667,66.0,The University of Wollongong,5.5,66.0,CSP,2.0,Yes,,,,,,0,0,0,4th,,Yes,Unsure,"above average portfolio
",2022,,,CSP,3,
154,Non-Rural,65,73,69,69.0,69.0,Macquarie University,6.744,69.0,FFP,2.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,FFP,4,
155,Rural,70,68,66,68.0,67.5,Deakin University,6.12,67.5,CSP,1.0,Yes,,,,,,14,0,0,,,Unsure,Well,"rural training stream
",2022,,,CSP,4,
156,Non-Rural,70,66,70,68.66666667,69.0,,,,,,,Macquarie University,6.5,69.0,"['CSP', 'BMP', 'FFP']",6.0,0,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
157,Non-Rural,75,81,58,71.33333333,68.0,The University of Melbourne,6.96,71.33333333,CSP,1.0,Yes,,,,,,4,0,0,,,Unsure,Unsure,"
",2022,,,CSP,3,
158,Rural,63,64,69,65.33333333,66.25,,,,,,,Griffith University,6.16,66.25,"['CSP', 'BMP', 'FFP']",2.0,12,0,0,,Tier 1,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
159,Non-Rural,78,80,58,72.0,68.5,The University of Wollongong,5.5,68.5,CSP,1.0,Yes,,,,,,0,0,0,1st,,Unsure,Unsure,"
",2022,,,CSP,3,
160,Non-Rural,62,73,69,68.0,68.25,Deakin University,6.885,68.25,CSP,1.0,Yes,,,,,,4,0,0,1st,,Yes,Well,"
",2022,,,CSP,4,
161,Non-Rural,68,72,77,72.33333333,73.5,Griffith University,7.0,73.5,CSP,1.0,Yes,,,,,,2,0,0,,,Unsure,Well,"
",2022,,,CSP,4,
162,Rural,72,86,66,74.66666667,72.5,Griffith University,5.573,72.5,BMP,2.0,Yes,,,,,,8,0,0,,,Yes,Unsure,"
",2022,,,BMP,3,
163,Non-Rural,69,80,81,76.66666667,77.75,The University of Melbourne,6.888,76.66666667,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Very poorly,"
",2022,,,CSP,1,
164,Rural,68,67,59,64.66666667,63.25,The University of Queensland (RMP),5.8,64.66666667,BMP,2.0,No,The University of Wollongong,5.5,63.25,"['CSP', 'BMP']",1.0,0,0,0,3rd,Tier 2,No,Well,"
",2022,,,BMP,4,
165,Non-Rural,67,66,89,74.0,77.75,The University of Melbourne,7.0,74.0,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Poorly,"
",2022,,,CSP,2,
166,Non-Rural,70,74,59,67.66666667,65.5,,,,,,,The University of Queensland (Metro),7.0,67.66666667,"['CSP', 'BMP']",1.0,0,0,0,,,,Poorly,"
",2022,,,"['CSP', 'BMP']",2,
167,Rural,65,64,77,68.66666667,70.75,Deakin University,6.953,70.75,CSP,1.0,Yes,,,,,,14,0,0,,,Yes,Very poorly,"rural training stream applicant
",2022,,,CSP,1,
168,Non-Rural,68,61,77,68.66666667,70.75,The University of Melbourne,6.565,68.66666667,CSP,3.0,No,The University of Wollongong,5.5,70.75,"['CSP', 'BMP', 'FFP']",2.0,0,2,0,3rd,,Yes,Unsure,"
",2022,,,CSP,3,
169,Non-Rural,66,62,73,67.0,68.5,,,,,,,The University of Queensland (Metro),7.0,67.0,"['CSP', 'BMP', 'FFP']",2.0,0,4,0,,Tier 3,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
170,Non-Rural,65,70,67,67.33333333,67.25,The University of Notre Dame Fremantle,6.18,67.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"wa resident, portfolio strongish for my age, personal statement and portfolio written well in my opinion. not stacked with volunteering etc, more just personal experiences that i could apply to being a doctor.
",2022,,,CSP,3,
171,Rural,57,67,83,69.0,72.5,Griffith University,6.93,72.5,BMP,1.0,Yes,,,,,,0,0,0,,,Yes,Poorly,"
",2022,,,BMP,2,
172,Non-Rural,65,70,91,75.33333333,79.25,Griffith University,5.6,79.25,BMP,2.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,BMP,3,
173,Non-Rural,62,74,70,68.66666667,69.0,The University of Melbourne,6.53,68.66666667,FFP,2.0,No,Macquarie University,6.73,69.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,3,,,Yes,Well,"
",2022,,,FFP,4,
174,Non-Rural,61,79,62,67.33333333,66.0,The University of Melbourne,7.0,67.33333333,CSP,3.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
175,Non-Rural,71,72,68,70.33333333,69.75,The University of Melbourne,6.923,70.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"gam
",2022,,,CSP,4,
176,Rural,68,67,56,63.66666667,61.75,The University of Queensland (RMP),7.0,63.66666667,CSP,1.0,Yes,,,,,,0,0,0,,Tier 1,Yes,Well,"
",2022,,,CSP,4,
177,Rural,63,55,81,66.33333333,70.0,Deakin University,6.7,70.0,BMP,1.0,Yes,,,,,,4,0,0,,,Yes,Poorly,"
",2022,,,BMP,2,
178,Non-Rural,65,75,92,77.33333333,81.0,The University of Melbourne,6.9,77.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,No,Unsure,"
",2022,,,CSP,3,
179,Rural,72,71,79,74.0,75.25,The University of Melbourne,6.75,74.0,BMP,2.0,No,Deakin University,7.0,75.25,"['CSP', 'BMP', 'FFP']",1.0,6,0,3,,Tier 2,No,Well,"
",2022,,,BMP,4,
180,Non-Rural,66,73,69,69.33333333,69.25,The University of Melbourne,6.9,69.33333333,CSP,2.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
181,Non-Rural,70,74,68,70.66666667,70.0,Australian National University,6.878,70.0,CSP,1.0,Yes,,,,,,2,2,0,,,Yes,Well,"n/a
",2022,,,CSP,4,
182,Rural,68,93,57,72.66666667,68.75,The University of Queensland (Metro),6.885,72.66666667,CSP,1.0,Yes,,,,,,2,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
183,Non-Rural,60,59,73,64.0,66.25,,,,,,,The University of Western Australia,7.0,66.25,['CSP'],5.0,0,0,0,,,,Unsure,"
",2022,,,['CSP'],3,
184,Non-Rural,67,77,78,74.0,75.0,The University of Western Australia,6.583,75.0,CSP,2.0,Yes,,,,,,2,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
185,Rural,66,70,68,68.0,68.0,,,,,,,The University of Notre Dame Sydney,6.5,68.0,"['CSP', 'BMP', 'FFP']",1.0,2,0,0,,,,Unsure,"strong portfolio
",2022,,,"['CSP', 'BMP', 'FFP']",3,
186,Non-Rural,69,60,78,69.0,71.25,The University of Western Australia,7.0,71.25,CSP,1.0,Yes,,,,,,0,4,0,,,Yes,Well,"
",2022,,,CSP,4,
187,Rural,58,66,63,62.33333333,62.5,Deakin University,6.72,62.5,CSP,1.0,Yes,,,,,,12,0,0,,,Yes,Poorly,"
",2022,,,CSP,2,
188,Rural,52,67,55,58.0,57.25,The University of Notre Dame Fremantle,6.3,58.0,CSP,1.0,Yes,,,,,,8,2,0,,Tier 3,Yes,Well,"clinical experience in portfolio but <2years. lots of volunteering and variety of multidisciplinary teams.
",2022,,,CSP,4,
189,Non-Rural,73,67,86,75.33333333,78.0,The University of Western Australia,6.958,78.0,CSP,2.0,No,The University of Melbourne,6.978,75.33333333,['CSP'],1.0,2,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
190,Non-Rural,69,79,58,68.66666667,66.0,The University of Notre Dame Sydney,6.5,68.66666667,CSP,1.0,Yes,,,,,,8,0,0,1st,,Yes,Unsure,"strong portfolio
",2022,,,CSP,3,
191,Rural,69,64,61,64.66666667,63.75,,,,,,,Griffith University,7.0,63.75,"['CSP', 'BMP', 'FFP']",3.0,0,0,0,4th,,,Poorly,"strong portfolio. interview let me down
",2022,,,"['CSP', 'BMP', 'FFP']",2,
192,Non-Rural,57,63,70,63.33333333,65.0,Macquarie University,6.8333,65.0,FFP,5.0,Yes,,,,,,2,0,3,2nd,,Yes,Well,"
",2022,,,FFP,4,
193,Non-Rural,69,79,58,68.66666667,66.0,The University of Notre Dame Sydney,6.5,68.66666667,CSP,1.0,Yes,,,,,,8,0,0,1st,,Yes,Unsure,"strong portfolio
",2022,,,CSP,3,
194,Non-Rural,65,75,77,72.33333333,73.5,Australian National University,6.948,73.5,CSP,1.0,Yes,,,,,,0,0,0,3rd,,Yes,Unsure,"
",2022,,,CSP,3,
195,Non-Rural,64,77,68,69.66666667,69.25,The University of Melbourne,6.93,69.66666667,CSP,4.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
196,Non-Rural,75,78,92,81.66666667,84.25,The University of Melbourne,7.0,81.66666667,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
197,Non-Rural,67,69,82,72.66666667,75.0,,,,,,,Australian National University,6.719,75.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
198,Non-Rural,53,76,84,71.0,74.25,The University of Western Australia,6.95,74.25,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
199,Non-Rural,62,64,75,67.0,69.0,,,,,,,The University of Notre Dame Sydney,6.8,67.0,"['CSP', 'BMP', 'FFP']",1.0,0,2,0,1st,,,Very well,"good portfolio strength
",2022,,,"['CSP', 'BMP', 'FFP']",5,
200,Non-Rural,58,56,92,68.66666667,74.5,The University of Western Australia,6.976,74.5,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
201,Rural,51,66,63,60.0,60.75,Deakin University,6.77,60.75,BMP,1.0,Yes,,,,,,12,0,0,,,Yes,Unsure,"rts
",2022,,,BMP,3,
202,Rural,64,61,69,64.66666667,65.75,The University of Queensland (RMP),6.48,64.66666667,CSP,1.0,Yes,,,,,,0,0,0,2nd,Tier 2,Unsure,Very well,"
",2022,,,CSP,5,
203,Non-Rural,58,71,80,69.66666667,72.25,Macquarie University,7.0,72.25,FFP,6.0,No,Macquarie University,7.0,72.25,"['CSP', 'BMP', 'FFP']",6.0,0,2,0,3rd,,Yes,Unsure,"
",2022,,,FFP,3,
204,Rural,69,50,62,60.33333333,60.75,Griffith University,6.75,60.75,CSP,2.0,No,The University of Queensland (Metro),6.962,60.33333333,"['CSP', 'BMP', 'FFP']",1.0,4,0,0,,,Yes,Well,"non-rmp rural student
",2022,,,CSP,4,
205,Non-Rural,68,64,70,67.33333333,68.0,,,,,,,The University of Queensland (Metro),6.942,67.33333333,['CSP'],2.0,0,0,0,,Tier 3,,Unsure,"
",2022,,,['CSP'],3,
206,Non-Rural,66,77,70,71.0,70.75,,,,,,,The University of Notre Dame Sydney,6.94,71.0,"['CSP', 'BMP']",1.0,0,0,0,4th,,,Very well,"
",2022,,,"['CSP', 'BMP']",5,
207,Non-Rural,58,62,90,70.0,75.0,The University of Melbourne,6.875,70.0,FFP,1.0,Yes,,,,,,2,0,0,,,Yes,Unsure,"none
",2022,,,FFP,3,
208,Non-Rural,69,87,58,71.33333333,68.0,Griffith University,6.7,68.0,CSP,2.0,No,The University of Queensland (Metro),6.8,71.33333333,['CSP'],1.0,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
209,Non-Rural,65,77,73,71.66666667,72.0,The University of Melbourne,6.725,71.66666667,CSP,1.0,Yes,,,,,,0,2,0,,,Yes,Very well,"gam
",2022,,,CSP,5,
210,Non-Rural,64,69,65,66.0,65.75,,,,,,,The University of Notre Dame Fremantle,6.453,66.0,['CSP'],1.0,0,0,0,,,,Very well,"strong portfolio; non-rural; no wa residency bonus
",2022,,,['CSP'],5,
211,Non-Rural,65,75,80,73.33333333,75.0,Griffith University,6.5,75.0,CSP,1.0,Yes,,,,,,0,2,0,,Tier 3,Yes,Very well,"
",2022,,,CSP,5,
212,Non-Rural,62,51,100,71.0,78.25,,,,,,,The University of Melbourne,7.0,71.0,"['CSP', 'BMP']",1.0,2,0,0,,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
213,Non-Rural,75,68,76,73.0,73.75,The University of Western Australia,6.826,73.75,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
214,Non-Rural,60,69,68,65.66666667,66.25,The University of Notre Dame Fremantle,6.55,65.66666667,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"wa resident and working as a dentist with experience in rural settings
",2022,,,CSP,3,
215,Rural,53,54,56,54.33333333,54.75,The University of Western Australia,6.5,54.75,BMP,2.0,No,The University of Melbourne,6.7,54.33333333,"['CSP', 'BMP']",1.0,0,0,0,,,Yes,Unsure,"mm7 rural
",2022,,,BMP,3,
216,Non-Rural,69,72,54,65.0,62.25,The University of Melbourne,7.0,65.0,CSP,3.0,Yes,,,,,,2,4,0,,,Yes,Unsure,"phd
",2022,,,CSP,3,
217,Non-Rural,73,69,81,74.33333333,76.0,The University of Melbourne,6.953,74.33333333,CSP,1.0,Yes,,,,,,4,2,0,,,Yes,Well,"
",2022,,,CSP,4,
218,Rural,77,64,77,72.66666667,73.75,The University of Western Australia,6.67,73.75,CSP,1.0,Yes,,,,,,8,0,0,,,Yes,Well,"
",2022,,,CSP,4,
219,Non-Rural,62,69,77,69.33333333,71.25,The University of Queensland (Metro),6.9375,69.33333333,CSP,3.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
220,Non-Rural,72,69,63,68.0,66.75,,,,,,,The University of Queensland (Metro),7.0,68.0,"['CSP', 'BMP']",2.0,0,0,0,2nd,,,Well,"
",2022,,,"['CSP', 'BMP']",4,
221,Non-Rural,72,70,99,80.33333333,85.0,The University of Melbourne,7.0,80.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Very well,"
",2022,,,CSP,5,
222,Non-Rural,71,62,77,70.0,71.75,The University of Western Australia,7.0,71.75,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
223,Non-Rural,61,66,58,61.66666667,60.75,The University of Notre Dame Sydney,6.78,61.66666667,CSP,2.0,Yes,,,,,,2,0,0,4th,,Yes,Well,"above average portfolio
",2022,,,CSP,4,
224,Non-Rural,66,61,83,70.0,73.25,The University of Western Australia,7.0,73.25,CSP,2.0,No,The University of Melbourne,7.0,70.0,"['CSP', 'BMP']",1.0,0,0,0,,,Yes,Unsure,"
",2022,,,CSP,3,
225,Non-Rural,64,69,68,67.0,67.25,,,,,,,The University of Queensland (Metro),6.742,67.0,"['CSP', 'BMP', 'FFP']",3.0,2,0,0,,Tier 3,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
226,Non-Rural,69,82,90,80.33333333,82.75,The University of Melbourne,6.988,80.33333333,CSP,1.0,Yes,,,,,,0,2,0,,,Yes,Unsure,"
",2022,,,CSP,3,
227,Non-Rural,65,78,67,70.0,69.25,,,,,,,The University of Wollongong,5.5,69.25,"['CSP', 'BMP', 'FFP']",1.0,2,0,0,4th,,,Very poorly,"
",2022,,,"['CSP', 'BMP', 'FFP']",1,
228,Non-Rural,69,71,61,67.0,65.5,The University of Notre Dame Sydney,6.64,67.0,FFP,1.0,Yes,,,,,,0,2,0,4th,,Yes,Poorly,"i think my portfolio was strong. i had previously interviewed with unds with lower scores
",2022,,,FFP,2,
229,Non-Rural,67,52,72,63.66666667,65.75,,,,,,,The University of Western Australia,6.881,65.75,['CSP'],5.0,0,4,0,,,,Very poorly,"
",2022,,,['CSP'],1,
230,Rural,60,64,67,63.66666667,64.5,Deakin University,6.71,64.5,CSP,1.0,Yes,,,,,,8,0,0,,,Yes,Very well,"rts
",2022,,,CSP,5,
231,Non-Rural,52,59,66,59.0,60.75,Griffith University,6.938,60.75,CSP,3.0,No,The University of Notre Dame Sydney,6.938,59.0,"['CSP', 'BMP']",2.0,0,0,0,3rd,,Yes,Well,"
",2022,,,CSP,4,
232,Non-Rural,67,72,80,73.0,74.75,Deakin University,7.0,74.75,CSP,1.0,Yes,,,,,,6,0,0,,,Yes,Well,"
",2022,,,CSP,4,
233,Non-Rural,66,68,74,69.33333333,70.5,The University of Queensland (Metro),6.97,69.33333333,CSP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,CSP,4,
234,Rural,74,68,51,64.33333333,61.0,,,,,,,Griffith University,6.68,61.0,"['CSP', 'BMP']",1.0,14,0,0,,,,Poorly,"
",2022,,,"['CSP', 'BMP']",2,
235,Non-Rural,77,72,93,80.66666667,83.75,The University of Western Australia,6.2,83.75,CSP,2.0,Yes,,,,,,0,0,0,,,Yes,Very well,"
",2022,,,CSP,5,
236,Rural,54,56,64,58.0,59.5,The University of Wollongong,5.5,59.5,BMP,1.0,Yes,,,,,,0,0,0,3rd,,Yes,Unsure,"
",2022,,,BMP,3,
237,Non-Rural,58,78,70,68.66666667,69.0,,,,,,,The University of Queensland (Metro),7.0,68.66666667,"['CSP', 'BMP']",2.0,0,2,0,,,,Well,"
",2022,,,"['CSP', 'BMP']",4,
238,Non-Rural,66,59,76,67.0,69.25,The University of Western Australia,6.9,69.25,CSP,4.0,No,The University of Queensland (Metro),6.8,67.0,"['CSP', 'BMP']",3.0,0,0,0,,Tier 3,Unsure,Very well,"
",2022,,,CSP,5,
239,Non-Rural,66,75,82,74.33333333,76.25,The University of Western Australia,6.76,76.25,CSP,1.0,Yes,,,,,,0,2,0,,,Yes,Well,"
",2022,,,CSP,4,
240,Rural,63,67,67,65.66666667,66.0,,,,,,,The University of Queensland (Metro),7.0,65.66666667,['CSP'],1.0,4,2,3,,,,Unsure,"did not apply rmp
",2022,,,['CSP'],3,
241,Non-Rural,59,83,83,75.0,77.0,,,,,,,The University of Melbourne,7.0,75.0,"['CSP', 'BMP', 'FFP']",1.0,0,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
242,Non-Rural,54,76,62,64.0,63.5,,,,,,,The University of Queensland (Metro),7.0,64.0,"['CSP', 'BMP', 'FFP']",3.0,0,2,0,1st,Tier 3,,Unsure,"
",2022,,,"['CSP', 'BMP', 'FFP']",3,
243,Rural,73,75,76,74.66666667,75.0,The University of Queensland (RMP),6.86,74.66666667,CSP,1.0,Yes,,,,,,0,0,0,,Tier 1,Yes,Well,"
",2022,,,CSP,4,
244,Rural,58,60,62,60.0,60.5,The University of Queensland (RMP),6.261,60.0,CSP,1.0,Yes,,,,,,4,0,0,1st,Tier 2,No,Well,"rmp tier 2
",2022,,,CSP,4,
245,Rural,62,71,52,61.66666667,59.25,Griffith University,6.93,59.25,CSP,1.0,Yes,,,,,,6,0,0,,,Yes,Very poorly,"
",2022,,,CSP,1,
246,Rural,69,64,70,67.66666667,68.25,The University of Wollongong,5.5,68.25,CSP,1.0,Yes,,,,,,0,0,0,2nd,,Unsure,Well,"strong portfolio.
",2022,,,CSP,4,
247,Non-Rural,64,73,87,74.66666667,77.75,The University of Queensland (Metro),6.862,74.66666667,CSP,1.0,Yes,,,,,,2,0,0,,Tier 3,Yes,Well,"
",2022,,,CSP,4,
248,Non-Rural,62,68,65,65.0,65.0,Macquarie University,6.63,65.0,FFP,5.0,No,The University of Queensland (Metro),7.0,65.0,"['CSP', 'BMP', 'FFP']",1.0,0,2,0,4th,Tier 3,Yes,Unsure,"rmp applicant
",2022,,,FFP,3,
249,Non-Rural,66,82,61,69.66666667,67.5,,,,,,,Macquarie University,6.8,67.5,"['CSP', 'BMP', 'FFP']",6.0,0,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP', 'FFP']",4,
250,Non-Rural,67,65,63,65.0,64.5,,,,,,,The University of Wollongong,5.5,64.5,"['CSP', 'BMP']",3.0,4,0,0,3rd,,,Unsure,"
",2022,,,"['CSP', 'BMP']",3,
251,Non-Rural,59,74,65,66.0,65.75,The University of Western Australia,6.96,65.75,CSP,3.0,Yes,,,,,,0,0,0,,,No,Unsure,"
",2022,,,CSP,3,
252,Non-Rural,61,63,69,64.33333333,65.5,Deakin University,6.85,65.5,CSP,2.0,Yes,,,,,,6,0,0,,,Yes,Well,"
",2022,,,CSP,4,
253,Non-Rural,62,60,75,65.66666667,68.0,Australian National University,6.942,68.0,CSP,2.0,No,The University of Notre Dame Sydney,6.942,65.66666667,"['CSP', 'BMP']",1.0,2,0,0,3rd,,No,Well,"felt like slightly above average portfolio, nil rural experience
",2022,,,CSP,4,
254,Rural,74,84,79,79.0,79.0,,,,,,,The University of Melbourne,6.4,79.0,['CSP'],1.0,0,2,0,,,,Unsure,"
",2022,,,['CSP'],3,
255,Non-Rural,65,81,55,67.0,64.0,The University of Notre Dame Sydney,6.16,67.0,CSP,2.0,Yes,,,,,,0,0,0,4th,,Yes,Well,"
",2022,,,CSP,4,
256,Rural,58,62,60,60.0,60.0,Deakin University,6.69,60.0,CSP,1.0,Yes,,,,,,8,0,0,1st,,Yes,Well,"
",2022,,,CSP,4,
257,Rural,71,60,77,69.33333333,71.25,Australian National University,6.3,71.25,BMP,1.0,Yes,,,,,,0,0,0,,,Yes,Poorly,"
",2022,,,BMP,2,
258,Non-Rural,62,64,74,66.66666667,68.5,Griffith University,6.89,68.5,BMP,1.0,Yes,,,,,,0,0,0,,,Yes,Well,"
",2022,,,BMP,4,
259,Non-Rural,63,69,84,72.0,75.0,,,,,,,Griffith University,6.7,75.0,"['CSP', 'BMP']",2.0,0,0,0,,,,Well,"
",2022,,,"['CSP', 'BMP']",4,
260,Rural,60,60,60,60.0,60.0,The University of Queensland (RMP),5.9,60.0,CSP,1.0,Yes,,,,,,0,0,3,3rd,Tier 1,Yes,Well,"rmp tier 1 - the spot was basically reserved for me
",2022,,,CSP,4,
261,Non-Rural,68,77,84,76.33333333,78.25,Griffith University,6.6,78.25,CSP,1.0,Yes,,,,,,0,0,0,,,No,Well,"
",2022,,,CSP,4,
262,Non-Rural,72,62,72,68.66666667,69.5,,,,,,,The University of Queensland (Metro),7.0,68.66666667,"['CSP', 'BMP']",1.0,0,0,0,3rd,,,Well,"
",2022,,,"['CSP', 'BMP']",4,
263,Non-Rural,54,66,80,66.66666667,70.0,The University of Western Australia,6.741,70.0,CSP,2.0,Yes,,,,,,0,0,0,,,No,Well,"
",2022,,,CSP,4,
264,Rural,54,62,51,55.66666667,54.5,The University of Wollongong,5.5,54.5,CSP,1.0,Yes,,,,,,0,0,0,4th,,Yes,Well,"strong portfolio with excellent lived rural experiences
",2022,,,CSP,4,
